x,y,z
52.30502207977256,-63.1835004189875,-2.0005281269687742
3.3856441206499888,-103.92238990062069,-1.900850162409938
-14.370658577208477,-119.00381001609695,-1.9011298124641698
-35.53273774808366,-138.78051459414613,-1.7016133946069942
-61.03520952632929,-164.80278244384007,-1.5024274323975817
-80.66990066613874,-186.85103663688156,-1.3032549675448308
-93.26851611986459,-202.10768124498884,-1.3038931821714783
-105.03146897305545,-217.04693723233333,-1.1045682221902808
-136.15083599382768,-251.32098278739824,-0.8064181886529411
-144.3643647112241,-264.0474027265392,-0.8071143398046132
-153.23394233840116,-278.8124041097914,-0.8079512984470796
-167.85490306031164,-303.8246834256349,-0.5094648346213546
-183.32102688547576,-346.33871605690183,-0.012063668876578504
-182.8812578111429,-373.6095557315979,-0.6135949784162449
-184.86759127667153,-391.1235019942724,-0.6147053882791624
-184.9488255225379,-407.961653642492,-0.6157658039960836
-183.29573179153908,-426.0083599791894,-0.5169016528905104
-178.4436496497823,-451.6335629580004,-0.6185327492623571
-172.1626074696015,-472.43915519503673,-0.9198721911025132
-162.58357988559052,-494.8717264881979,-0.7213274939578298
-149.96707377129601,-515.9571030311166,-0.6226947959722793
-134.27713332106043,-535.9238869876674,-0.5239971998291253
-118.35342895785588,-552.6546315438533,-0.4251144242717828
-99.99429851186198,-566.7053162289883,-0.6260373502786365
-76.34209254330727,-581.3697341363963,-0.42703471837609186
-55.817062849016466,-591.7514541317681,-1.427780062766658
-33.593543318726944,-599.2213307829218,-0.6283240706942479
-17.777340168211992,-602.6172419938682,-0.12858139846929362
10.494155449160331,-605.9520543442179,0.07111779075847835
35.961872243261695,-605.7666590740766,0.07104282585572719
56.127542203787456,-603.2585208169187,-0.028864111447319374
76.32014777948078,-599.5651193711294,-0.22872416397746065
100.96997577079787,-591.253975046753,-0.4282880488490264
121.1265136350984,-582.6398465249948,-0.8278433684969855
137.62554118335618,-574.0690921764935,-0.3273980223825106
160.77432147705485,-556.0075984370385,-0.426333804153046
180.1757036326693,-539.5530397980322,-0.4254341310161749
308.0217865392958,-433.60770527885313,-0.42221318630413407
352.6374284953755,-399.1306824375648,-0.5222632665803815
391.16003541335766,-364.468378789803,-0.622425255756383
426.2857790849931,-334.920867991108,-1.0230482900584263
460.80931403468867,-306.5995463339984,-0.8240173581658041
531.2214898266175,-248.85439981060387,-1.0269639994084514
540.4317808442544,-240.9324788365801,-0.9274316620676757
550.9896960513437,-228.80119708650219,-0.9278857408796881
570.1461429121655,-199.76348497735341,-1.1285886563210994
582.796647788679,-172.0611896380226,-1.4289206061175008
590.711845476909,-149.75367868936098,-1.32908331697449
595.5630551776978,-131.6289956158645,-1.3291328414255688
598.0958825359792,-113.67426174610162,-1.2290232058182724
598.8498737219015,-101.59463672225093,-1.2288893810771668
595.441133696089,-57.31604478328943,-1.528017333309375
593.2386846580963,-44.281130486084166,-1.6277082217821892
587.6211825612694,-25.172812614274047,-1.8270845003763636
582.2646326389702,-10.963998308434027,-1.9265534935326802
572.3518757711571,9.366981291432044,-1.925654834361505
561.7924257256922,25.837127776492053,-2.0247627901676157
550.8647288109604,40.36743004244893,-2.0238864828833094
538.0410919779831,54.5691452443152,-1.9228992343060902
522.4049058243519,68.71854736968334,-2.3217381994790536
503.09365039355777,82.36616332325198,-2.3203498445310657
486.4963752125255,91.82246382021165,-2.519193441179546
465.6488863765623,101.04441084573635,-2.7177791901104698
448.89013917465013,106.89743331085944,-2.81667492794886
427.5487523863728,112.19428990976479,-2.3153017481850426
406.3512793897025,114.52818145564069,-2.1139593963429846
385.36057110026474,114.72476119024915,-2.112661810388502
368.3146737837248,113.30798825158305,-2.1116305626777745
345.9043673557843,109.41407930576028,-2.3103092075492597
320.28618134504586,104.35155145365863,-2.3088879021745043
309.19786069853245,101.64781304242995,-2.2082976210028917
282.1779847812605,92.59692539507074,-2.1069083262963986
260.5585066603759,83.44640446025866,-2.005862979707345
223.7801725899143,65.64173891201847,-2.2042595851321956
200.74104496737087,46.5080657272172,-1.9033250845924528
175.73382306011044,31.290700146150314,-2.1024948870869586
159.1641454342162,20.816608708735238,-2.002017505835738
143.21445868699232,9.616785329323248,-2.1016131042708692
127.27372261269693,-1.8138351072617889,-2.1012685062644083
114.93626253801861,-11.696285356590739,-2.001045044094412
99.6604159948184,-24.16556705349854,-2.100823550439612
84.66308911458259,-36.502759540100406,-2.10066597627268
69.62977799227673,-48.80996466227441,-1.9005669368333429
57.633648962597086,-58.86212039029453,-2.0005325194840218
